0.7113366,1.08689,0.8053854
3.651868,0.414638,0.9475745
2.407224,-0.4713626,0.8893066
3.512473,3.876612,0.9882731
3.778397,0.2355223,0.946427
2.384475,0.895793,0.8978994
1.961015,-0.4282231,0.8457046
1.201808,-3.7841,0.8640945
4.479529,-1.71971,0.9971677
1.292321,0.4904656,0.8218817
-3.024827,0.6591945,0.8973339
0.2964079,-2.170935,0.7848502
2.332577,2.517142,0.895746
-0.2086205,-1.42401,0.7271518
1.888978,1.07316,0.8617171
2.08977,-4.501959,0.9327646
4.212296,0.2607627,0.9651574
0.6715636,-2.184871,0.7880324
-1.105406,-0.9684019,0.6835526
1.167031,-0.1848383,0.8238718
1.382688,-1.120893,0.8209419
1.526437,3.790106,0.9281829
2.667693,2.923618,0.9308525
2.862195,-2.693379,0.9146143
3.252437,-2.953182,0.952753
2.091175,-0.1788325,0.82837
-0.8192453,-0.6871004,0.6996679
4.165934,-2.998086,0.9998943
1.532732,0.6000252,0.8490155
2.464299,-0.3362055,0.8838982
4.102422,-0.7412271,0.965932
1.259311,4.22843,0.9537373
-1.30422,-1.906132,0.6989947
2.042208,0.8227353,0.8647113
0.8192122,-4.388108,0.8794616
-0.9756327,-2.268807,0.716181
0.1675632,1.640811,0.7984669
3.363215,-3.833556,0.9641207
3.961405,-0.9961586,0.9583958
2.829401,-0.7396274,0.8890802
2.451446,0.8640213,0.8798872
-0.3260646,-0.5277352,0.7323442
-1.189373,0.08853722,0.688876
1.080584,2.268422,0.8469937
1.374785,1.541439,0.8292169
-1.052884,-0.4966254,0.6808925
4.329504,0.4407721,0.973155
2.24496,1.918922,0.8984438
1.8819,-1.067038,0.8456496
2.314691,3.035302,0.9264693
0.5855093,-3.057739,0.8153564
4.305803,-2.253457,0.9745464
3.173526,-2.282649,0.9439083
4.53431,1.739868,0.9983426
-0.1809795,-1.616987,0.7402276
-0.2538066,-0.1017423,0.7427443
1.00923,-1.659925,0.8126926
0.4253888,-1.190171,0.7624421
2.346331,-3.032698,0.902509
4.203628,-0.8798761,0.9534095
3.885384,-3.070505,0.9820417
4.732154,2.15581,0.9957011
-0.7897961,-0.6730323,0.7073935
0.7521772,-4.915922,0.9023012
4.546428,-0.3191538,0.9980059
3.750679,3.171848,0.9928932
1.349096,0.8700771,0.8360577
1.639864,-1.328867,0.8411795
-0.2195883,-3.827951,0.8121461
1.937896,2.495059,0.8955832
4.269224,-1.360779,0.9826097
2.53277,3.973985,0.9614391
3.70663,0.3115134,0.9460562
1.144317,1.932733,0.8336911
3.08107,-3.623371,0.9517573
3.076975,-2.360869,0.9156488
-0.1318989,0.2636237,0.746367
0.8468821,-0.1295466,0.7728447
3.568922,-1.097312,0.9376485
-0.1580856,0.3913908,0.7524644
2.704694,-0.3770976,0.9098406
1.288143,-3.940634,0.8850548
1.590246,-1.596275,0.8168022
-1.337997,-1.653022,0.6872111
3.673402,1.640103,0.9690669
3.168615,-3.500639,0.9476419
4.363533,0.728045,0.9819283
2.66653,0.4310484,0.8779123
-0.1383805,-2.362604,0.7673329
-0.7315218,-0.3281112,0.703045
2.443338,1.073212,0.8972279
4.804478,-1.340973,0.9865592
3.008648,-4.943572,0.9844971
-1.000402,-0.4296927,0.7001446
3.64205,1.012002,0.921181
2.054932,2.439764,0.9057018
0.4682448,-2.741868,0.8021169
1.74637,1.207308,0.8444577
0.845243,1.190714,0.8109183
-1.554782,0.5959387,0.7149667
3.250847,-3.067997,0.955154
2.005329,3.457711,0.9289929
3.749061,0.7793264,0.9476979
